"CLDR.Short.Name";"Code";"R.Encoding"
"woman playing water polo: medium-light skin tone";"U+1F93D U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><a4><bd> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing water polo: medium skin tone";"U+1F93D U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><a4><bd> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing water polo: medium-dark skin tone";"U+1F93D U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><a4><bd> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing water polo: dark skin tone";"U+1F93D U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><a4><bd> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person playing handball";"U+1F93E";"<f0><9f><a4><be>"
"person playing handball: light skin tone";"U+1F93E U+1F3FB";"<f0><9f><a4><be> <f0><9f><8f><bb>"
"person playing handball: medium-light skin tone";"U+1F93E U+1F3FC";"<f0><9f><a4><be> <f0><9f><8f><bc>"
"person playing handball: medium skin tone";"U+1F93E U+1F3FD";"<f0><9f><a4><be> <f0><9f><8f><bd>"
"person playing handball: medium-dark skin tone";"U+1F93E U+1F3FE";"<f0><9f><a4><be> <f0><9f><8f><be>"
"person playing handball: dark skin tone";"U+1F93E U+1F3FF";"<f0><9f><a4><be> <f0><9f><8f><bf>"
"man playing handball";"U+1F93E U+200D U+2642 U+FE0F";"<f0><9f><a4><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: light skin tone";"U+1F93E U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: medium-light skin tone";"U+1F93E U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: medium skin tone";"U+1F93E U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: medium-dark skin tone";"U+1F93E U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man playing handball: dark skin tone";"U+1F93E U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman playing handball";"U+1F93E U+200D U+2640 U+FE0F";"<f0><9f><a4><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: light skin tone";"U+1F93E U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: medium-light skin tone";"U+1F93E U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: medium skin tone";"U+1F93E U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: medium-dark skin tone";"U+1F93E U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman playing handball: dark skin tone";"U+1F93E U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><a4><be> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person juggling";"U+1F939";"<f0><9f><a4><b9>"
"person juggling: light skin tone";"U+1F939 U+1F3FB";"<f0><9f><a4><b9> <f0><9f><8f><bb>"
"person juggling: medium-light skin tone";"U+1F939 U+1F3FC";"<f0><9f><a4><b9> <f0><9f><8f><bc>"
"person juggling: medium skin tone";"U+1F939 U+1F3FD";"<f0><9f><a4><b9> <f0><9f><8f><bd>"
"person juggling: medium-dark skin tone";"U+1F939 U+1F3FE";"<f0><9f><a4><b9> <f0><9f><8f><be>"
"person juggling: dark skin tone";"U+1F939 U+1F3FF";"<f0><9f><a4><b9> <f0><9f><8f><bf>"
"man juggling";"U+1F939 U+200D U+2642 U+FE0F";"<f0><9f><a4><b9> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: light skin tone";"U+1F939 U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: medium-light skin tone";"U+1F939 U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: medium skin tone";"U+1F939 U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: medium-dark skin tone";"U+1F939 U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man juggling: dark skin tone";"U+1F939 U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman juggling";"U+1F939 U+200D U+2640 U+FE0F";"<f0><9f><a4><b9> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: light skin tone";"U+1F939 U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: medium-light skin tone";"U+1F939 U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: medium skin tone";"U+1F939 U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: medium-dark skin tone";"U+1F939 U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman juggling: dark skin tone";"U+1F939 U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><a4><b9> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"man and woman holding hands";"U+1F46B";"<f0><9f><91><ab>"
"two men holding hands";"U+1F46C";"<f0><9f><91><ac>"
"two women holding hands";"U+1F46D";"<f0><9f><91><ad>"
"kiss";"U+1F48F";"<f0><9f><92><8f>"
"kiss: woman, man";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468";"<f0><9f><91><a9> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><92><8b> <f0><82><80><8d> <f0><9f><91><a8>"
"kiss: man, man";"U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468";"<f0><9f><91><a8> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><92><8b> <f0><82><80><8d> <f0><9f><91><a8>"
"kiss: woman, woman";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469";"<f0><9f><91><a9> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><92><8b> <f0><82><80><8d> <f0><9f><91><a9>"
"couple with heart";"U+1F491";"<f0><9f><92><91>"
"couple with heart: woman, man";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468";"<f0><9f><91><a9> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><91><a8>"
"couple with heart: man, man";"U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468";"<f0><9f><91><a8> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><91><a8>"
"couple with heart: woman, woman";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469";"<f0><9f><91><a9> <f0><82><80><8d> <f0><82><9d><a4> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><91><a9>"
"family";"U+1F46A";"<f0><9f><91><aa>"
"family: man, woman, boy";"U+1F468 U+200D U+1F469 U+200D U+1F466";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, woman, girl";"U+1F468 U+200D U+1F469 U+200D U+1F467";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, woman, girl, boy";"U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, woman, boy, boy";"U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, woman, girl, girl";"U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, man, boy";"U+1F468 U+200D U+1F468 U+200D U+1F466";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, man, girl";"U+1F468 U+200D U+1F468 U+200D U+1F467";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, man, girl, boy";"U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, man, boy, boy";"U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, man, girl, girl";"U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"family: woman, woman, boy";"U+1F469 U+200D U+1F469 U+200D U+1F466";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, woman, girl";"U+1F469 U+200D U+1F469 U+200D U+1F467";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7>"
"family: woman, woman, girl, boy";"U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, woman, boy, boy";"U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, woman, girl, girl";"U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, boy";"U+1F468 U+200D U+1F466";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, boy, boy";"U+1F468 U+200D U+1F466 U+200D U+1F466";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, girl";"U+1F468 U+200D U+1F467";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7>"
"family: man, girl, boy";"U+1F468 U+200D U+1F467 U+200D U+1F466";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: man, girl, girl";"U+1F468 U+200D U+1F467 U+200D U+1F467";"<f0><9f><91><a8> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"family: woman, boy";"U+1F469 U+200D U+1F466";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, boy, boy";"U+1F469 U+200D U+1F466 U+200D U+1F466";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a6> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, girl";"U+1F469 U+200D U+1F467";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7>"
"family: woman, girl, boy";"U+1F469 U+200D U+1F467 U+200D U+1F466";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a6>"
"family: woman, girl, girl";"U+1F469 U+200D U+1F467 U+200D U+1F467";"<f0><9f><91><a9> <f0><82><80><8d> <f0><9f><91><a7> <f0><82><80><8d> <f0><9f><91><a7>"
"selfie";"U+1F933";"<f0><9f><a4><b3>"
"selfie: light skin tone";"U+1F933 U+1F3FB";"<f0><9f><a4><b3> <f0><9f><8f><bb>"
"selfie: medium-light skin tone";"U+1F933 U+1F3FC";"<f0><9f><a4><b3> <f0><9f><8f><bc>"
"selfie: medium skin tone";"U+1F933 U+1F3FD";"<f0><9f><a4><b3> <f0><9f><8f><bd>"
"selfie: medium-dark skin tone";"U+1F933 U+1F3FE";"<f0><9f><a4><b3> <f0><9f><8f><be>"
"selfie: dark skin tone";"U+1F933 U+1F3FF";"<f0><9f><a4><b3> <f0><9f><8f><bf>"
"flexed biceps";"U+1F4AA";"<f0><9f><92><aa>"
"flexed biceps: light skin tone";"U+1F4AA U+1F3FB";"<f0><9f><92><aa> <f0><9f><8f><bb>"
"flexed biceps: medium-light skin tone";"U+1F4AA U+1F3FC";"<f0><9f><92><aa> <f0><9f><8f><bc>"
"flexed biceps: medium skin tone";"U+1F4AA U+1F3FD";"<f0><9f><92><aa> <f0><9f><8f><bd>"
"flexed biceps: medium-dark skin tone";"U+1F4AA U+1F3FE";"<f0><9f><92><aa> <f0><9f><8f><be>"
"flexed biceps: dark skin tone";"U+1F4AA U+1F3FF";"<f0><9f><92><aa> <f0><9f><8f><bf>"
"backhand index pointing left";"U+1F448";"<f0><9f><91><88>"
"backhand index pointing left: light skin tone";"U+1F448 U+1F3FB";"<f0><9f><91><88> <f0><9f><8f><bb>"
"backhand index pointing left: medium-light skin tone";"U+1F448 U+1F3FC";"<f0><9f><91><88> <f0><9f><8f><bc>"
"backhand index pointing left: medium skin tone";"U+1F448 U+1F3FD";"<f0><9f><91><88> <f0><9f><8f><bd>"
"backhand index pointing left: medium-dark skin tone";"U+1F448 U+1F3FE";"<f0><9f><91><88> <f0><9f><8f><be>"
"backhand index pointing left: dark skin tone";"U+1F448 U+1F3FF";"<f0><9f><91><88> <f0><9f><8f><bf>"
"backhand index pointing right";"U+1F449";"<f0><9f><91><89>"
"backhand index pointing right: light skin tone";"U+1F449 U+1F3FB";"<f0><9f><91><89> <f0><9f><8f><bb>"
"backhand index pointing right: medium-light skin tone";"U+1F449 U+1F3FC";"<f0><9f><91><89> <f0><9f><8f><bc>"
"backhand index pointing right: medium skin tone";"U+1F449 U+1F3FD";"<f0><9f><91><89> <f0><9f><8f><bd>"
"backhand index pointing right: medium-dark skin tone";"U+1F449 U+1F3FE";"<f0><9f><91><89> <f0><9f><8f><be>"
"backhand index pointing right: dark skin tone";"U+1F449 U+1F3FF";"<f0><9f><91><89> <f0><9f><8f><bf>"
"index pointing up";"U+261D";"<f0><82><98><9d>"
"index pointing up: light skin tone";"U+261D U+1F3FB";"<f0><82><98><9d> <f0><9f><8f><bb>"
"index pointing up: medium-light skin tone";"U+261D U+1F3FC";"<f0><82><98><9d> <f0><9f><8f><bc>"
"index pointing up: medium skin tone";"U+261D U+1F3FD";"<f0><82><98><9d> <f0><9f><8f><bd>"
"index pointing up: medium-dark skin tone";"U+261D U+1F3FE";"<f0><82><98><9d> <f0><9f><8f><be>"
"index pointing up: dark skin tone";"U+261D U+1F3FF";"<f0><82><98><9d> <f0><9f><8f><bf>"
"backhand index pointing up";"U+1F446";"<f0><9f><91><86>"
"backhand index pointing up: light skin tone";"U+1F446 U+1F3FB";"<f0><9f><91><86> <f0><9f><8f><bb>"
"backhand index pointing up: medium-light skin tone";"U+1F446 U+1F3FC";"<f0><9f><91><86> <f0><9f><8f><bc>"
"backhand index pointing up: medium skin tone";"U+1F446 U+1F3FD";"<f0><9f><91><86> <f0><9f><8f><bd>"
"backhand index pointing up: medium-dark skin tone";"U+1F446 U+1F3FE";"<f0><9f><91><86> <f0><9f><8f><be>"
"backhand index pointing up: dark skin tone";"U+1F446 U+1F3FF";"<f0><9f><91><86> <f0><9f><8f><bf>"
"middle finger";"U+1F595";"<f0><9f><96><95>"
"middle finger: light skin tone";"U+1F595 U+1F3FB";"<f0><9f><96><95> <f0><9f><8f><bb>"
"middle finger: medium-light skin tone";"U+1F595 U+1F3FC";"<f0><9f><96><95> <f0><9f><8f><bc>"
"middle finger: medium skin tone";"U+1F595 U+1F3FD";"<f0><9f><96><95> <f0><9f><8f><bd>"
"middle finger: medium-dark skin tone";"U+1F595 U+1F3FE";"<f0><9f><96><95> <f0><9f><8f><be>"
"middle finger: dark skin tone";"U+1F595 U+1F3FF";"<f0><9f><96><95> <f0><9f><8f><bf>"
"backhand index pointing down";"U+1F447";"<f0><9f><91><87>"
"backhand index pointing down: light skin tone";"U+1F447 U+1F3FB";"<f0><9f><91><87> <f0><9f><8f><bb>"
"backhand index pointing down: medium-light skin tone";"U+1F447 U+1F3FC";"<f0><9f><91><87> <f0><9f><8f><bc>"
"backhand index pointing down: medium skin tone";"U+1F447 U+1F3FD";"<f0><9f><91><87> <f0><9f><8f><bd>"
"backhand index pointing down: medium-dark skin tone";"U+1F447 U+1F3FE";"<f0><9f><91><87> <f0><9f><8f><be>"
"backhand index pointing down: dark skin tone";"U+1F447 U+1F3FF";"<f0><9f><91><87> <f0><9f><8f><bf>"
"victory hand";"U+270C";"<f0><82><9c><8c>"
"victory hand: light skin tone";"U+270C U+1F3FB";"<f0><82><9c><8c> <f0><9f><8f><bb>"
"victory hand: medium-light skin tone";"U+270C U+1F3FC";"<f0><82><9c><8c> <f0><9f><8f><bc>"
"victory hand: medium skin tone";"U+270C U+1F3FD";"<f0><82><9c><8c> <f0><9f><8f><bd>"
"victory hand: medium-dark skin tone";"U+270C U+1F3FE";"<f0><82><9c><8c> <f0><9f><8f><be>"
"victory hand: dark skin tone";"U+270C U+1F3FF";"<f0><82><9c><8c> <f0><9f><8f><bf>"
"crossed fingers";"U+1F91E";"<f0><9f><a4><9e>"
"crossed fingers: light skin tone";"U+1F91E U+1F3FB";"<f0><9f><a4><9e> <f0><9f><8f><bb>"
"crossed fingers: medium-light skin tone";"U+1F91E U+1F3FC";"<f0><9f><a4><9e> <f0><9f><8f><bc>"
"crossed fingers: medium skin tone";"U+1F91E U+1F3FD";"<f0><9f><a4><9e> <f0><9f><8f><bd>"
"crossed fingers: medium-dark skin tone";"U+1F91E U+1F3FE";"<f0><9f><a4><9e> <f0><9f><8f><be>"
"crossed fingers: dark skin tone";"U+1F91E U+1F3FF";"<f0><9f><a4><9e> <f0><9f><8f><bf>"
"vulcan salute";"U+1F596";"<f0><9f><96><96>"
"vulcan salute: light skin tone";"U+1F596 U+1F3FB";"<f0><9f><96><96> <f0><9f><8f><bb>"
"vulcan salute: medium-light skin tone";"U+1F596 U+1F3FC";"<f0><9f><96><96> <f0><9f><8f><bc>"
"vulcan salute: medium skin tone";"U+1F596 U+1F3FD";"<f0><9f><96><96> <f0><9f><8f><bd>"
"vulcan salute: medium-dark skin tone";"U+1F596 U+1F3FE";"<f0><9f><96><96> <f0><9f><8f><be>"
"vulcan salute: dark skin tone";"U+1F596 U+1F3FF";"<f0><9f><96><96> <f0><9f><8f><bf>"
"sign of the horns";"U+1F918";"<f0><9f><a4><98>"
"sign of the horns: light skin tone";"U+1F918 U+1F3FB";"<f0><9f><a4><98> <f0><9f><8f><bb>"
"sign of the horns: medium-light skin tone";"U+1F918 U+1F3FC";"<f0><9f><a4><98> <f0><9f><8f><bc>"
"sign of the horns: medium skin tone";"U+1F918 U+1F3FD";"<f0><9f><a4><98> <f0><9f><8f><bd>"
"sign of the horns: medium-dark skin tone";"U+1F918 U+1F3FE";"<f0><9f><a4><98> <f0><9f><8f><be>"
"sign of the horns: dark skin tone";"U+1F918 U+1F3FF";"<f0><9f><a4><98> <f0><9f><8f><bf>"
"call me hand";"U+1F919";"<f0><9f><a4><99>"
"call me hand: light skin tone";"U+1F919 U+1F3FB";"<f0><9f><a4><99> <f0><9f><8f><bb>"
"call me hand: medium-light skin tone";"U+1F919 U+1F3FC";"<f0><9f><a4><99> <f0><9f><8f><bc>"
"call me hand: medium skin tone";"U+1F919 U+1F3FD";"<f0><9f><a4><99> <f0><9f><8f><bd>"
"call me hand: medium-dark skin tone";"U+1F919 U+1F3FE";"<f0><9f><a4><99> <f0><9f><8f><be>"
"call me hand: dark skin tone";"U+1F919 U+1F3FF";"<f0><9f><a4><99> <f0><9f><8f><bf>"
"hand with fingers splayed";"U+1F590";"<f0><9f><96><90>"
"hand with fingers splayed: light skin tone";"U+1F590 U+1F3FB";"<f0><9f><96><90> <f0><9f><8f><bb>"
"hand with fingers splayed: medium-light skin tone";"U+1F590 U+1F3FC";"<f0><9f><96><90> <f0><9f><8f><bc>"
"hand with fingers splayed: medium skin tone";"U+1F590 U+1F3FD";"<f0><9f><96><90> <f0><9f><8f><bd>"
"hand with fingers splayed: medium-dark skin tone";"U+1F590 U+1F3FE";"<f0><9f><96><90> <f0><9f><8f><be>"
"hand with fingers splayed: dark skin tone";"U+1F590 U+1F3FF";"<f0><9f><96><90> <f0><9f><8f><bf>"
"raised hand";"U+270B";"<f0><82><9c><8b>"
"raised hand: light skin tone";"U+270B U+1F3FB";"<f0><82><9c><8b> <f0><9f><8f><bb>"
"raised hand: medium-light skin tone";"U+270B U+1F3FC";"<f0><82><9c><8b> <f0><9f><8f><bc>"
"raised hand: medium skin tone";"U+270B U+1F3FD";"<f0><82><9c><8b> <f0><9f><8f><bd>"
"raised hand: medium-dark skin tone";"U+270B U+1F3FE";"<f0><82><9c><8b> <f0><9f><8f><be>"
"raised hand: dark skin tone";"U+270B U+1F3FF";"<f0><82><9c><8b> <f0><9f><8f><bf>"
"OK hand";"U+1F44C";"<f0><9f><91><8c>"
"OK hand: light skin tone";"U+1F44C U+1F3FB";"<f0><9f><91><8c> <f0><9f><8f><bb>"
"OK hand: medium-light skin tone";"U+1F44C U+1F3FC";"<f0><9f><91><8c> <f0><9f><8f><bc>"
"OK hand: medium skin tone";"U+1F44C U+1F3FD";"<f0><9f><91><8c> <f0><9f><8f><bd>"
"OK hand: medium-dark skin tone";"U+1F44C U+1F3FE";"<f0><9f><91><8c> <f0><9f><8f><be>"
"OK hand: dark skin tone";"U+1F44C U+1F3FF";"<f0><9f><91><8c> <f0><9f><8f><bf>"
"thumbs up";"U+1F44D";"<f0><9f><91><8d>"
"thumbs up: light skin tone";"U+1F44D U+1F3FB";"<f0><9f><91><8d> <f0><9f><8f><bb>"
"thumbs up: medium-light skin tone";"U+1F44D U+1F3FC";"<f0><9f><91><8d> <f0><9f><8f><bc>"
"thumbs up: medium skin tone";"U+1F44D U+1F3FD";"<f0><9f><91><8d> <f0><9f><8f><bd>"
"thumbs up: medium-dark skin tone";"U+1F44D U+1F3FE";"<f0><9f><91><8d> <f0><9f><8f><be>"
"thumbs up: dark skin tone";"U+1F44D U+1F3FF";"<f0><9f><91><8d> <f0><9f><8f><bf>"
"thumbs down";"U+1F44E";"<f0><9f><91><8e>"
"thumbs down: light skin tone";"U+1F44E U+1F3FB";"<f0><9f><91><8e> <f0><9f><8f><bb>"
"thumbs down: medium-light skin tone";"U+1F44E U+1F3FC";"<f0><9f><91><8e> <f0><9f><8f><bc>"
"thumbs down: medium skin tone";"U+1F44E U+1F3FD";"<f0><9f><91><8e> <f0><9f><8f><bd>"
"thumbs down: medium-dark skin tone";"U+1F44E U+1F3FE";"<f0><9f><91><8e> <f0><9f><8f><be>"
"thumbs down: dark skin tone";"U+1F44E U+1F3FF";"<f0><9f><91><8e> <f0><9f><8f><bf>"
"raised fist";"U+270A";"<f0><82><9c><8a>"
"raised fist: light skin tone";"U+270A U+1F3FB";"<f0><82><9c><8a> <f0><9f><8f><bb>"
"raised fist: medium-light skin tone";"U+270A U+1F3FC";"<f0><82><9c><8a> <f0><9f><8f><bc>"
"raised fist: medium skin tone";"U+270A U+1F3FD";"<f0><82><9c><8a> <f0><9f><8f><bd>"
"raised fist: medium-dark skin tone";"U+270A U+1F3FE";"<f0><82><9c><8a> <f0><9f><8f><be>"
"raised fist: dark skin tone";"U+270A U+1F3FF";"<f0><82><9c><8a> <f0><9f><8f><bf>"
"oncoming fist";"U+1F44A";"<f0><9f><91><8a>"
"oncoming fist: light skin tone";"U+1F44A U+1F3FB";"<f0><9f><91><8a> <f0><9f><8f><bb>"
"oncoming fist: medium-light skin tone";"U+1F44A U+1F3FC";"<f0><9f><91><8a> <f0><9f><8f><bc>"
"oncoming fist: medium skin tone";"U+1F44A U+1F3FD";"<f0><9f><91><8a> <f0><9f><8f><bd>"
"oncoming fist: medium-dark skin tone";"U+1F44A U+1F3FE";"<f0><9f><91><8a> <f0><9f><8f><be>"
"oncoming fist: dark skin tone";"U+1F44A U+1F3FF";"<f0><9f><91><8a> <f0><9f><8f><bf>"
"left-facing fist";"U+1F91B";"<f0><9f><a4><9b>"
"left-facing fist: light skin tone";"U+1F91B U+1F3FB";"<f0><9f><a4><9b> <f0><9f><8f><bb>"
"left-facing fist: medium-light skin tone";"U+1F91B U+1F3FC";"<f0><9f><a4><9b> <f0><9f><8f><bc>"
"left-facing fist: medium skin tone";"U+1F91B U+1F3FD";"<f0><9f><a4><9b> <f0><9f><8f><bd>"
"left-facing fist: medium-dark skin tone";"U+1F91B U+1F3FE";"<f0><9f><a4><9b> <f0><9f><8f><be>"
"left-facing fist: dark skin tone";"U+1F91B U+1F3FF";"<f0><9f><a4><9b> <f0><9f><8f><bf>"
"right-facing fist";"U+1F91C";"<f0><9f><a4><9c>"
"right-facing fist: light skin tone";"U+1F91C U+1F3FB";"<f0><9f><a4><9c> <f0><9f><8f><bb>"
