"CLDR.Short.Name";"Code";"Browser";"R.Encoding"
"telephone receiver";"U+1F4DE";"📞";"<f0><9f><93><9e>"
"pager";"U+1F4DF";"📟";"<f0><9f><93><9f>"
"fax machine";"U+1F4E0";"📠";"<f0><9f><93><a0>"
"battery";"U+1F50B";"🔋";"<f0><9f><94><8b>"
"electric plug";"U+1F50C";"🔌";"<f0><9f><94><8c>"
"laptop computer";"U+1F4BB";"💻";"<f0><9f><92><bb>"
"desktop computer";"U+1F5A5";"🖥";"<f0><9f><96><a5>"
"printer";"U+1F5A8";"🖨";"<f0><9f><96><a8>"
"keyboard";"U+2328";"⌨";"<f0><82><8c><a8>"
"computer mouse";"U+1F5B1";"🖱";"<f0><9f><96><b1>"
"trackball";"U+1F5B2";"🖲";"<f0><9f><96><b2>"
"computer disk";"U+1F4BD";"💽";"<f0><9f><92><bd>"
"floppy disk";"U+1F4BE";"💾";"<f0><9f><92><be>"
"optical disk";"U+1F4BF";"💿";"<f0><9f><92><bf>"
"dvd";"U+1F4C0";"📀";"<f0><9f><93><80>"
"movie camera";"U+1F3A5";"🎥";"<f0><9f><8e><a5>"
"film frames";"U+1F39E";"🎞";"<f0><9f><8e><9e>"
"film projector";"U+1F4FD";"📽";"<f0><9f><93><bd>"
"clapper board";"U+1F3AC";"🎬";"<f0><9f><8e><ac>"
"television";"U+1F4FA";"📺";"<f0><9f><93><ba>"
"camera";"U+1F4F7";"📷";"<f0><9f><93><b7>"
"camera with flash";"U+1F4F8";"📸";"<f0><9f><93><b8>"
"video camera";"U+1F4F9";"📹";"<f0><9f><93><b9>"
"videocassette";"U+1F4FC";"📼";"<f0><9f><93><bc>"
"magnifying glass tilted left";"U+1F50D";"🔍";"<f0><9f><94><8d>"
"magnifying glass tilted right";"U+1F50E";"🔎";"<f0><9f><94><8e>"
"microscope";"U+1F52C";"🔬";"<f0><9f><94><ac>"
"telescope";"U+1F52D";"🔭";"<f0><9f><94><ad>"
"satellite antenna";"U+1F4E1";"📡";"<f0><9f><93><a1>"
"candle";"U+1F56F";"🕯";"<f0><9f><95><af>"
"light bulb";"U+1F4A1";"💡";"<f0><9f><92><a1>"
"flashlight";"U+1F526";"🔦";"<f0><9f><94><a6>"
"red paper lantern";"U+1F3EE";"🏮";"<f0><9f><8f><ae>"
"notebook with decorative cover";"U+1F4D4";"📔";"<f0><9f><93><94>"
"closed book";"U+1F4D5";"📕";"<f0><9f><93><95>"
"open book";"U+1F4D6";"📖";"<f0><9f><93><96>"
"green book";"U+1F4D7";"📗";"<f0><9f><93><97>"
"blue book";"U+1F4D8";"📘";"<f0><9f><93><98>"
"orange book";"U+1F4D9";"📙";"<f0><9f><93><99>"
"books";"U+1F4DA";"📚";"<f0><9f><93><9a>"
"notebook";"U+1F4D3";"📓";"<f0><9f><93><93>"
"ledger";"U+1F4D2";"📒";"<f0><9f><93><92>"
"page with curl";"U+1F4C3";"📃";"<f0><9f><93><83>"
"scroll";"U+1F4DC";"📜";"<f0><9f><93><9c>"
"page facing up";"U+1F4C4";"📄";"<f0><9f><93><84>"
"newspaper";"U+1F4F0";"📰";"<f0><9f><93><b0>"
"rolled-up newspaper";"U+1F5DE";"🗞";"<f0><9f><97><9e>"
"bookmark tabs";"U+1F4D1";"📑";"<f0><9f><93><91>"
"bookmark";"U+1F516";"🔖";"<f0><9f><94><96>"
"label";"U+1F3F7";"🏷";"<f0><9f><8f><b7>"
"money bag";"U+1F4B0";"💰";"<f0><9f><92><b0>"
"yen banknote";"U+1F4B4";"💴";"<f0><9f><92><b4>"
"dollar banknote";"U+1F4B5";"💵";"<f0><9f><92><b5>"
"euro banknote";"U+1F4B6";"💶";"<f0><9f><92><b6>"
"pound banknote";"U+1F4B7";"💷";"<f0><9f><92><b7>"
"money with wings";"U+1F4B8";"💸";"<f0><9f><92><b8>"
"credit card";"U+1F4B3";"💳";"<f0><9f><92><b3>"
"chart increasing with yen";"U+1F4B9";"💹";"<f0><9f><92><b9>"
"currency exchange";"U+1F4B1";"💱";"<f0><9f><92><b1>"
"heavy dollar sign";"U+1F4B2";"💲";"<f0><9f><92><b2>"
"envelope";"U+2709";"✉";"<f0><82><9c><89>"
"e-mail";"U+1F4E7";"📧";"<f0><9f><93><a7>"
"incoming envelope";"U+1F4E8";"📨";"<f0><9f><93><a8>"
"envelope with arrow";"U+1F4E9";"📩";"<f0><9f><93><a9>"
"outbox tray";"U+1F4E4";"📤";"<f0><9f><93><a4>"
"inbox tray";"U+1F4E5";"📥";"<f0><9f><93><a5>"
"package";"U+1F4E6";"📦";"<f0><9f><93><a6>"
"closed mailbox with raised flag";"U+1F4EB";"📫";"<f0><9f><93><ab>"
"closed mailbox with lowered flag";"U+1F4EA";"📪";"<f0><9f><93><aa>"
"open mailbox with raised flag";"U+1F4EC";"📬";"<f0><9f><93><ac>"
"open mailbox with lowered flag";"U+1F4ED";"📭";"<f0><9f><93><ad>"
"postbox";"U+1F4EE";"📮";"<f0><9f><93><ae>"
"ballot box with ballot";"U+1F5F3";"🗳";"<f0><9f><97><b3>"
"pencil";"U+270F";"✏";"<f0><82><9c><8f>"
"black nib";"U+2712";"✒";"<f0><82><9c><92>"
"fountain pen";"U+1F58B";"🖋";"<f0><9f><96><8b>"
"pen";"U+1F58A";"🖊";"<f0><9f><96><8a>"
"paintbrush";"U+1F58C";"🖌";"<f0><9f><96><8c>"
"crayon";"U+1F58D";"🖍";"<f0><9f><96><8d>"
"memo";"U+1F4DD";"📝";"<f0><9f><93><9d>"
"briefcase";"U+1F4BC";"💼";"<f0><9f><92><bc>"
"file folder";"U+1F4C1";"📁";"<f0><9f><93><81>"
"open file folder";"U+1F4C2";"📂";"<f0><9f><93><82>"
"card index dividers";"U+1F5C2";"🗂";"<f0><9f><97><82>"
"calendar";"U+1F4C5";"📅";"<f0><9f><93><85>"
"tear-off calendar";"U+1F4C6";"📆";"<f0><9f><93><86>"
"spiral notepad";"U+1F5D2";"🗒";"<f0><9f><97><92>"
"spiral calendar";"U+1F5D3";"🗓";"<f0><9f><97><93>"
"card index";"U+1F4C7";"📇";"<f0><9f><93><87>"
"chart increasing";"U+1F4C8";"📈";"<f0><9f><93><88>"
"chart decreasing";"U+1F4C9";"📉";"<f0><9f><93><89>"
"bar chart";"U+1F4CA";"📊";"<f0><9f><93><8a>"
"clipboard";"U+1F4CB";"📋";"<f0><9f><93><8b>"
"pushpin";"U+1F4CC";"📌";"<f0><9f><93><8c>"
"round pushpin";"U+1F4CD";"📍";"<f0><9f><93><8d>"
"paperclip";"U+1F4CE";"📎";"<f0><9f><93><8e>"
"linked paperclips";"U+1F587";"🖇";"<f0><9f><96><87>"
"straight ruler";"U+1F4CF";"📏";"<f0><9f><93><8f>"
"triangular ruler";"U+1F4D0";"📐";"<f0><9f><93><90>"
"scissors";"U+2702";"✂";"<f0><82><9c><82>"
"card file box";"U+1F5C3";"🗃";"<f0><9f><97><83>"
"file cabinet";"U+1F5C4";"🗄";"<f0><9f><97><84>"
"wastebasket";"U+1F5D1";"🗑";"<f0><9f><97><91>"
"locked";"U+1F512";"🔒";"<f0><9f><94><92>"
"unlocked";"U+1F513";"🔓";"<f0><9f><94><93>"
"locked with pen";"U+1F50F";"🔏";"<f0><9f><94><8f>"
"locked with key";"U+1F510";"🔐";"<f0><9f><94><90>"
"key";"U+1F511";"🔑";"<f0><9f><94><91>"
"old key";"U+1F5DD";"🗝";"<f0><9f><97><9d>"
"hammer";"U+1F528";"🔨";"<f0><9f><94><a8>"
"pick";"U+26CF";"⛏";"<f0><82><9b><8f>"
"hammer and pick";"U+2692";"⚒";"<f0><82><9a><92>"
"hammer and wrench";"U+1F6E0";"🛠";"<f0><9f><9b><a0>"
"dagger";"U+1F5E1";"🗡";"<f0><9f><97><a1>"
"crossed swords";"U+2694";"⚔";"<f0><82><9a><94>"
"pistol";"U+1F52B";"🔫";"<f0><9f><94><ab>"
"bow and arrow";"U+1F3F9";"🏹";"<f0><9f><8f><b9>"
"shield";"U+1F6E1";"🛡";"<f0><9f><9b><a1>"
"wrench";"U+1F527";"🔧";"<f0><9f><94><a7>"
"nut and bolt";"U+1F529";"🔩";"<f0><9f><94><a9>"
"gear";"U+2699";"⚙";"<f0><82><9a><99>"
"clamp";"U+1F5DC";"🗜";"<f0><9f><97><9c>"
"alembic";"U+2697";"⚗";"<f0><82><9a><97>"
"balance scale";"U+2696";"⚖";"<f0><82><9a><96>"
"link";"U+1F517";"🔗";"<f0><9f><94><97>"
"chains";"U+26D3";"⛓";"<f0><82><9b><93>"
"syringe";"U+1F489";"💉";"<f0><9f><92><89>"
"pill";"U+1F48A";"💊";"<f0><9f><92><8a>"
"cigarette";"U+1F6AC";"🚬";"<f0><9f><9a><ac>"
"coffin";"U+26B0";"⚰";"<f0><82><9a><b0>"
"funeral urn";"U+26B1";"⚱";"<f0><82><9a><b1>"
"moai";"U+1F5FF";"🗿";"<f0><9f><97><bf>"
"oil drum";"U+1F6E2";"🛢";"<f0><9f><9b><a2>"
"crystal ball";"U+1F52E";"🔮";"<f0><9f><94><ae>"
"shopping cart";"U+1F6D2";"🛒";"<f0><9f><9b><92>"
"ATM sign";"U+1F3E7";"🏧";"<f0><9f><8f><a7>"
"litter in bin sign";"U+1F6AE";"🚮";"<f0><9f><9a><ae>"
"potable water";"U+1F6B0";"🚰";"<f0><9f><9a><b0>"
"wheelchair symbol";"U+267F";"♿";"<f0><82><99><bf>"
"men’s room";"U+1F6B9";"🚹";"<f0><9f><9a><b9>"
"women’s room";"U+1F6BA";"🚺";"<f0><9f><9a><ba>"
"restroom";"U+1F6BB";"🚻";"<f0><9f><9a><bb>"
"baby symbol";"U+1F6BC";"🚼";"<f0><9f><9a><bc>"
"water closet";"U+1F6BE";"🚾";"<f0><9f><9a><be>"
"passport control";"U+1F6C2";"🛂";"<f0><9f><9b><82>"
"customs";"U+1F6C3";"🛃";"<f0><9f><9b><83>"
"baggage claim";"U+1F6C4";"🛄";"<f0><9f><9b><84>"
"left luggage";"U+1F6C5";"🛅";"<f0><9f><9b><85>"
"warning";"U+26A0";"⚠";"<f0><82><9a><a0>"
"children crossing";"U+1F6B8";"🚸";"<f0><9f><9a><b8>"
"no entry";"U+26D4";"⛔";"<f0><82><9b><94>"
"prohibited";"U+1F6AB";"🚫";"<f0><9f><9a><ab>"
"no bicycles";"U+1F6B3";"🚳";"<f0><9f><9a><b3>"
"no smoking";"U+1F6AD";"🚭";"<f0><9f><9a><ad>"
"no littering";"U+1F6AF";"🚯";"<f0><9f><9a><af>"
"non-potable water";"U+1F6B1";"🚱";"<f0><9f><9a><b1>"
"no pedestrians";"U+1F6B7";"🚷";"<f0><9f><9a><b7>"
"no mobile phones";"U+1F4F5";"📵";"<f0><9f><93><b5>"
"no one under eighteen";"U+1F51E";"🔞";"<f0><9f><94><9e>"
"radioactive";"U+2622";"☢";"<f0><82><98><a2>"
"biohazard";"U+2623";"☣";"<f0><82><98><a3>"
"up arrow";"U+2B06";"⬆";"<f0><82><ac><86>"
"up-right arrow";"U+2197";"↗";"<f0><82><86><97>"
"right arrow";"U+27A1";"➡";"<f0><82><9e><a1>"
"down-right arrow";"U+2198";"↘";"<f0><82><86><98>"
"down arrow";"U+2B07";"⬇";"<f0><82><ac><87>"
"down-left arrow";"U+2199";"↙";"<f0><82><86><99>"
"left arrow";"U+2B05";"⬅";"<f0><82><ac><85>"
"up-left arrow";"U+2196";"↖";"<f0><82><86><96>"
"up-down arrow";"U+2195";"↕";"<f0><82><86><95>"
"left-right arrow";"U+2194";"↔";"<f0><82><86><94>"
"right arrow curving left";"U+21A9";"↩";"<f0><82><86><a9>"
"left arrow curving right";"U+21AA";"↪";"<f0><82><86><aa>"
"right arrow curving up";"U+2934";"⤴";"<f0><82><a4><b4>"
"right arrow curving down";"U+2935";"⤵";"<f0><82><a4><b5>"
"clockwise vertical arrows";"U+1F503";"🔃";"<f0><9f><94><83>"
"counterclockwise arrows button";"U+1F504";"🔄";"<f0><9f><94><84>"
"BACK arrow";"U+1F519";"🔙";"<f0><9f><94><99>"
"END arrow";"U+1F51A";"🔚";"<f0><9f><94><9a>"
"ON! arrow";"U+1F51B";"🔛";"<f0><9f><94><9b>"
"SOON arrow";"U+1F51C";"🔜";"<f0><9f><94><9c>"
"TOP arrow";"U+1F51D";"🔝";"<f0><9f><94><9d>"
"place of worship";"U+1F6D0";"🛐";"<f0><9f><9b><90>"
"atom symbol";"U+269B";"⚛";"<f0><82><9a><9b>"
"om";"U+1F549";"🕉";"<f0><9f><95><89>"
"star of David";"U+2721";"✡";"<f0><82><9c><a1>"
"wheel of dharma";"U+2638";"☸";"<f0><82><98><b8>"
"yin yang";"U+262F";"☯";"<f0><82><98><af>"
"latin cross";"U+271D";"✝";"<f0><82><9c><9d>"
"orthodox cross";"U+2626";"☦";"<f0><82><98><a6>"
"star and crescent";"U+262A";"☪";"<f0><82><98><aa>"
"peace symbol";"U+262E";"☮";"<f0><82><98><ae>"
"menorah";"U+1F54E";"🕎";"<f0><9f><95><8e>"
"dotted six-pointed star";"U+1F52F";"🔯";"<f0><9f><94><af>"
"Aries";"U+2648";"♈";"<f0><82><99><88>"
"Taurus";"U+2649";"♉";"<f0><82><99><89>"
"Gemini";"U+264A";"♊";"<f0><82><99><8a>"
"Cancer";"U+264B";"♋";"<f0><82><99><8b>"
"Leo";"U+264C";"♌";"<f0><82><99><8c>"
"Virgo";"U+264D";"♍";"<f0><82><99><8d>"
"Libra";"U+264E";"♎";"<f0><82><99><8e>"
"Scorpius";"U+264F";"♏";"<f0><82><99><8f>"
"Sagittarius";"U+2650";"♐";"<f0><82><99><90>"
"Capricorn";"U+2651";"♑";"<f0><82><99><91>"
"Aquarius";"U+2652";"♒";"<f0><82><99><92>"
"Pisces";"U+2653";"♓";"<f0><82><99><93>"
"Ophiuchus";"U+26CE";"⛎";"<f0><82><9b><8e>"
"shuffle tracks button";"U+1F500";"🔀";"<f0><9f><94><80>"
"repeat button";"U+1F501";"🔁";"<f0><9f><94><81>"
"repeat single button";"U+1F502";"🔂";"<f0><9f><94><82>"
"play button";"U+25B6";"▶";"<f0><82><96><b6>"
"fast-forward button";"U+23E9";"⏩";"<f0><82><8f><a9>"
"next track button";"U+23ED";"⏭";"<f0><82><8f><ad>"
"play or pause button";"U+23EF";"⏯";"<f0><82><8f><af>"
"reverse button";"U+25C0";"◀";"<f0><82><97><80>"
"fast reverse button";"U+23EA";"⏪";"<f0><82><8f><aa>"
"last track button";"U+23EE";"⏮";"<f0><82><8f><ae>"
"up button";"U+1F53C";"🔼";"<f0><9f><94><bc>"
"fast up button";"U+23EB";"⏫";"<f0><82><8f><ab>"
"down button";"U+1F53D";"🔽";"<f0><9f><94><bd>"
"fast down button";"U+23EC";"⏬";"<f0><82><8f><ac>"
"pause button";"U+23F8";"⏸";"<f0><82><8f><b8>"
"stop button";"U+23F9";"⏹";"<f0><82><8f><b9>"
"record button";"U+23FA";"⏺";"<f0><82><8f><ba>"
"eject button";"U+23CF";"⏏";"<f0><82><8f><8f>"
"cinema";"U+1F3A6";"🎦";"<f0><9f><8e><a6>"
"dim button";"U+1F505";"🔅";"<f0><9f><94><85>"
"bright button";"U+1F506";"🔆";"<f0><9f><94><86>"
"antenna bars";"U+1F4F6";"📶";"<f0><9f><93><b6>"
"vibration mode";"U+1F4F3";"📳";"<f0><9f><93><b3>"
"mobile phone off";"U+1F4F4";"📴";"<f0><9f><93><b4>"
"female sign";"U+2640";"♀";"<f0><82><99><80>"
"male sign";"U+2642";"♂";"<f0><82><99><82>"
"medical symbol";"U+2695";"⚕";"<f0><82><9a><95>"
"recycling symbol";"U+267B";"♻";"<f0><82><99><bb>"
"fleur-de-lis";"U+269C";"⚜";"<f0><82><9a><9c>"
"trident emblem";"U+1F531";"🔱";"<f0><9f><94><b1>"
"name badge";"U+1F4DB";"📛";"<f0><9f><93><9b>"
"Japanese symbol for beginner";"U+1F530";"🔰";"<f0><9f><94><b0>"
"heavy large circle";"U+2B55";"⭕";"<f0><82><ad><95>"
"white heavy check mark";"U+2705";"✅";"<f0><82><9c><85>"
"ballot box with check";"U+2611";"☑";"<f0><82><98><91>"
"heavy check mark";"U+2714";"✔";"<f0><82><9c><94>"
"heavy multiplication x";"U+2716";"✖";"<f0><82><9c><96>"
"cross mark";"U+274C";"❌";"<f0><82><9d><8c>"
"cross mark button";"U+274E";"❎";"<f0><82><9d><8e>"
"heavy plus sign";"U+2795";"➕";"<f0><82><9e><95>"
"heavy minus sign";"U+2796";"➖";"<f0><82><9e><96>"
"heavy division sign";"U+2797";"➗";"<f0><82><9e><97>"
"curly loop";"U+27B0";"➰";"<f0><82><9e><b0>"
"double curly loop";"U+27BF";"➿";"<f0><82><9e><bf>"
"part alternation mark";"U+303D";"〽";"<f0><83><80><bd>"
"eight-spoked asterisk";"U+2733";"✳";"<f0><82><9c><b3>"
"eight-pointed star";"U+2734";"✴";"<f0><82><9c><b4>"
"sparkle";"U+2747";"❇";"<f0><82><9d><87>"
"double exclamation mark";"U+203C";"‼";"<f0><82><80><bc>"
"exclamation question mark";"U+2049";"⁉";"<f0><82><81><89>"
"question mark";"U+2753";"❓";"<f0><82><9d><93>"
"white question mark";"U+2754";"❔";"<f0><82><9d><94>"
"white exclamation mark";"U+2755";"❕";"<f0><82><9d><95>"
"exclamation mark";"U+2757";"❗";"<f0><82><9d><97>"
"wavy dash";"U+3030";"〰";"<f0><83><80><b0>"
"copyright";"U+00A9";"©";"<f0><80><82><a9>"
"registered";"U+00AE";"®";"<f0><80><82><ae>"
"trade mark";"U+2122";"™";"<f0><82><84><a2>"
"keycap: #";"U+0023 U+FE0F U+20E3";"#️⃣";"<f0><80><80><a3> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: *";"U+002A U+FE0F U+20E3";"*️⃣";"<f0><80><80><aa> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 0";"U+0030 U+FE0F U+20E3";"0️⃣";"<f0><80><80><b0> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 1";"U+0031 U+FE0F U+20E3";"1️⃣";"<f0><80><80><b1> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 2";"U+0032 U+FE0F U+20E3";"2️⃣";"<f0><80><80><b2> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 3";"U+0033 U+FE0F U+20E3";"3️⃣";"<f0><80><80><b3> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 4";"U+0034 U+FE0F U+20E3";"4️⃣";"<f0><80><80><b4> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 5";"U+0035 U+FE0F U+20E3";"5️⃣";"<f0><80><80><b5> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 6";"U+0036 U+FE0F U+20E3";"6️⃣";"<f0><80><80><b6> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 7";"U+0037 U+FE0F U+20E3";"7️⃣";"<f0><80><80><b7> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 8";"U+0038 U+FE0F U+20E3";"8️⃣";"<f0><80><80><b8> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap: 9";"U+0039 U+FE0F U+20E3";"9️⃣";"<f0><80><80><b9> <f0><8f><b8><8f> <f0><82><83><a3>"
"keycap 10";"U+1F51F";"🔟";"<f0><9f><94><9f>"
"hundred points";"U+1F4AF";"💯";"<f0><9f><92><af>"
"input latin uppercase";"U+1F520";"🔠";"<f0><9f><94><a0>"
"input latin lowercase";"U+1F521";"🔡";"<f0><9f><94><a1>"
"input numbers";"U+1F522";"🔢";"<f0><9f><94><a2>"
"input symbols";"U+1F523";"🔣";"<f0><9f><94><a3>"
"input latin letters";"U+1F524";"🔤";"<f0><9f><94><a4>"
"A button (blood type)";"U+1F170";"🅰";"<f0><9f><85><b0>"
"AB button (blood type)";"U+1F18E";"🆎";"<f0><9f><86><8e>"
"B button (blood type)";"U+1F171";"🅱";"<f0><9f><85><b1>"
"CL button";"U+1F191";"🆑";"<f0><9f><86><91>"
"COOL button";"U+1F192";"🆒";"<f0><9f><86><92>"
"FREE button";"U+1F193";"🆓";"<f0><9f><86><93>"
"information";"U+2139";"ℹ";"<f0><82><84><b9>"
"ID button";"U+1F194";"🆔";"<f0><9f><86><94>"
"circled M";"U+24C2";"Ⓜ";"<f0><82><93><82>"
"NEW button";"U+1F195";"🆕";"<f0><9f><86><95>"
"NG button";"U+1F196";"🆖";"<f0><9f><86><96>"
"O button (blood type)";"U+1F17E";"🅾";"<f0><9f><85><be>"
"OK button";"U+1F197";"🆗";"<f0><9f><86><97>"
"P button";"U+1F17F";"🅿";"<f0><9f><85><bf>"
"SOS button";"U+1F198";"🆘";"<f0><9f><86><98>"
"UP! button";"U+1F199";"🆙";"<f0><9f><86><99>"
"VS button";"U+1F19A";"🆚";"<f0><9f><86><9a>"
"Japanese “here” button";"U+1F201";"🈁";"<f0><9f><88><81>"
"Japanese “service charge” button";"U+1F202";"🈂";"<f0><9f><88><82>"
"Japanese “monthly amount” button";"U+1F237";"🈷";"<f0><9f><88><b7>"
"Japanese “not free of charge” button";"U+1F236";"🈶";"<f0><9f><88><b6>"
"Japanese “reserved” button";"U+1F22F";"🈯";"<f0><9f><88><af>"
"Japanese “bargain” button";"U+1F250";"🉐";"<f0><9f><89><90>"
"Japanese “discount” button";"U+1F239";"🈹";"<f0><9f><88><b9>"
"Japanese “free of charge” button";"U+1F21A";"🈚";"<f0><9f><88><9a>"
"Japanese “prohibited” button";"U+1F232";"🈲";"<f0><9f><88><b2>"
"Japanese “acceptable” button";"U+1F251";"🉑";"<f0><9f><89><91>"
"Japanese “application” button";"U+1F238";"🈸";"<f0><9f><88><b8>"
"Japanese “passing grade” button";"U+1F234";"🈴";"<f0><9f><88><b4>"
"Japanese “vacancy” button";"U+1F233";"🈳";"<f0><9f><88><b3>"
"Japanese “congratulations” button";"U+3297";"㊗";"<f0><83><8a><97>"
"Japanese “secret” button";"U+3299";"㊙";"<f0><83><8a><99>"
"Japanese “open for business” button";"U+1F23A";"🈺";"<f0><9f><88><ba>"
"Japanese “no vacancy” button";"U+1F235";"🈵";"<f0><9f><88><b5>"
"black small square";"U+25AA";"▪";"<f0><82><96><aa>"
"white small square";"U+25AB";"▫";"<f0><82><96><ab>"
"white medium square";"U+25FB";"◻";"<f0><82><97><bb>"
"black medium square";"U+25FC";"◼";"<f0><82><97><bc>"
"white medium-small square";"U+25FD";"◽";"<f0><82><97><bd>"
"black medium-small square";"U+25FE";"◾";"<f0><82><97><be>"
"black large square";"U+2B1B";"⬛";"<f0><82><ac><9b>"
"white large square";"U+2B1C";"⬜";"<f0><82><ac><9c>"
"large orange diamond";"U+1F536";"🔶";"<f0><9f><94><b6>"
"large blue diamond";"U+1F537";"🔷";"<f0><9f><94><b7>"
"small orange diamond";"U+1F538";"🔸";"<f0><9f><94><b8>"
"small blue diamond";"U+1F539";"🔹";"<f0><9f><94><b9>"
"red triangle pointed up";"U+1F53A";"🔺";"<f0><9f><94><ba>"
"red triangle pointed down";"U+1F53B";"🔻";"<f0><9f><94><bb>"
"diamond with a dot";"U+1F4A0";"💠";"<f0><9f><92><a0>"
"radio button";"U+1F518";"🔘";"<f0><9f><94><98>"
"black square button";"U+1F532";"🔲";"<f0><9f><94><b2>"
"white square button";"U+1F533";"🔳";"<f0><9f><94><b3>"
"white circle";"U+26AA";"⚪";"<f0><82><9a><aa>"
"black circle";"U+26AB";"⚫";"<f0><82><9a><ab>"
"red circle";"U+1F534";"🔴";"<f0><9f><94><b4>"
"blue circle";"U+1F535";"🔵";"<f0><9f><94><b5>"
"chequered flag";"U+1F3C1";"🏁";"<f0><9f><8f><81>"
"triangular flag";"U+1F6A9";"🚩";"<f0><9f><9a><a9>"
"crossed flags";"U+1F38C";"🎌";"<f0><9f><8e><8c>"
"black flag";"U+1F3F4";"🏴";"<f0><9f><8f><b4>"
"white flag";"U+1F3F3";"🏳";"<f0><9f><8f><b3>"
"rainbow flag";"U+1F3F3 U+FE0F U+200D U+1F308";"🏳️
🌈";"<f0><9f><8f><b3> <f0><8f><b8><8f> <f0><82><80><8d> <f0><9f><8c><88>"
"Ascension Island";"U+1F1E6 U+1F1E8";"🇦🇨";"<f0><9f><87><a6> <f0><9f><87><a8>"
"Andorra";"U+1F1E6 U+1F1E9";"🇦🇩";"<f0><9f><87><a6> <f0><9f><87><a9>"
"United Arab Emirates";"U+1F1E6 U+1F1EA";"🇦🇪";"<f0><9f><87><a6> <f0><9f><87><aa>"
"Afghanistan";"U+1F1E6 U+1F1EB";"🇦🇫";"<f0><9f><87><a6> <f0><9f><87><ab>"
"Antigua & Barbuda";"U+1F1E6 U+1F1EC";"🇦🇬";"<f0><9f><87><a6> <f0><9f><87><ac>"
"Anguilla";"U+1F1E6 U+1F1EE";"🇦🇮";"<f0><9f><87><a6> <f0><9f><87><ae>"
"Albania";"U+1F1E6 U+1F1F1";"🇦🇱";"<f0><9f><87><a6> <f0><9f><87><b1>"
"Armenia";"U+1F1E6 U+1F1F2";"🇦🇲";"<f0><9f><87><a6> <f0><9f><87><b2>"
"Angola";"U+1F1E6 U+1F1F4";"🇦🇴";"<f0><9f><87><a6> <f0><9f><87><b4>"
"Antarctica";"U+1F1E6 U+1F1F6";"🇦🇶";"<f0><9f><87><a6> <f0><9f><87><b6>"
"Argentina";"U+1F1E6 U+1F1F7";"🇦🇷";"<f0><9f><87><a6> <f0><9f><87><b7>"
"American Samoa";"U+1F1E6 U+1F1F8";"🇦🇸";"<f0><9f><87><a6> <f0><9f><87><b8>"
"Austria";"U+1F1E6 U+1F1F9";"🇦🇹";"<f0><9f><87><a6> <f0><9f><87><b9>"
"Australia";"U+1F1E6 U+1F1FA";"🇦🇺";"<f0><9f><87><a6> <f0><9f><87><ba>"
"Aruba";"U+1F1E6 U+1F1FC";"🇦🇼";"<f0><9f><87><a6> <f0><9f><87><bc>"
"Åland Islands";"U+1F1E6 U+1F1FD";"🇦🇽";"<f0><9f><87><a6> <f0><9f><87><bd>"
"Azerbaijan";"U+1F1E6 U+1F1FF";"🇦🇿";"<f0><9f><87><a6> <f0><9f><87><bf>"
"Bosnia & Herzegovina";"U+1F1E7 U+1F1E6";"🇧🇦";"<f0><9f><87><a7> <f0><9f><87><a6>"
"Barbados";"U+1F1E7 U+1F1E7";"🇧🇧";"<f0><9f><87><a7> <f0><9f><87><a7>"
"Bangladesh";"U+1F1E7 U+1F1E9";"🇧🇩";"<f0><9f><87><a7> <f0><9f><87><a9>"
"Belgium";"U+1F1E7 U+1F1EA";"🇧🇪";"<f0><9f><87><a7> <f0><9f><87><aa>"
"Burkina Faso";"U+1F1E7 U+1F1EB";"🇧🇫";"<f0><9f><87><a7> <f0><9f><87><ab>"
"Bulgaria";"U+1F1E7 U+1F1EC";"🇧🇬";"<f0><9f><87><a7> <f0><9f><87><ac>"
"Bahrain";"U+1F1E7 U+1F1ED";"🇧🇭";"<f0><9f><87><a7> <f0><9f><87><ad>"
"Burundi";"U+1F1E7 U+1F1EE";"🇧🇮";"<f0><9f><87><a7> <f0><9f><87><ae>"
"Benin";"U+1F1E7 U+1F1EF";"🇧🇯";"<f0><9f><87><a7> <f0><9f><87><af>"
"St. Barthélemy";"U+1F1E7 U+1F1F1";"🇧🇱";"<f0><9f><87><a7> <f0><9f><87><b1>"
"Bermuda";"U+1F1E7 U+1F1F2";"🇧🇲";"<f0><9f><87><a7> <f0><9f><87><b2>"
"Brunei";"U+1F1E7 U+1F1F3";"🇧🇳";"<f0><9f><87><a7> <f0><9f><87><b3>"
"Bolivia";"U+1F1E7 U+1F1F4";"🇧🇴";"<f0><9f><87><a7> <f0><9f><87><b4>"
